PROVINCIA;MUNICIPIO;ESTACION;MAGNITUD;PUNTO_MUESTREO;ANO;MES;DIA;H01;V01;H02;V02;H03;V03;H04;V04;H05;V05;H06;V06;H07;V07;H08;V08;H09;V09;H10;V10;H11;V11;H12;V12;H13;V13;H14;V14;H15;V15;H16;V16;H17;V17;H18;V18;H19;V19;H20;V20;H21;V21;H22;V22;H23;V23;H24;V24
28;079;4;1;28079004_1_38;2020;05;26;00005;V;00005;V;00005;V;00005;V;00005;V;00005;V;00005;V;00005;V;00006;V;00006;V;00005;V;00006;V;00005;V;00004;V;00004;V;00004;V;00003;V;00004;V;00004;V;00003;V;00003;V;00003;V;00004;V;00000;N
28;079;4;6;28079004_6_48;2020;05;26;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.2;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;00000;N
28;079;4;7;28079004_7_8;2020;05;26;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00005;V;00014;V;00060;V;00054;V;00027;V;00040;V;00027;V;00008;V;00005;V;00012;V;00012;V;00021;V;00021;V;00005;V;00001;V;00001;V;00001;V;00000;N
28;079;4;8;28079004_8_8;2020;05;26;00009;V;00008;V;00006;V;00005;V;00004;V;00005;V;00012;V;00026;V;00051;V;00047;V;00037;V;00040;V;00041;V;00034;V;00019;V;00034;V;00036;V;00050;V;00051;V;00017;V;00011;V;00011;V;00010;V;00000;N
28;079;4;12;28079004_12_8;2020;05;26;00011;V;00009;V;00008;V;00006;V;00006;V;00006;V;00020;V;00048;V;00142;V;00129;V;00078;V;00102;V;00084;V;00047;V;00027;V;00052;V;00054;V;00082;V;00083;V;00026;V;00012;V;00013;V;00011;V;00000;N
28;079;8;1;28079008_1_38;2020;05;26;00008;V;00008;V;00008;V;00008;V;00008;V;00008;V;00008;V;00008;V;00008;V;00008;V;00008;V;00008;V;00008;V;00008;V;00008;V;00008;V;00008;V;00008;V;00008;V;00009;V;00008;V;00008;V;00008;V;00000;N
28;079;8;6;28079008_6_48;2020;05;26;000.2;V;000.2;V;000.1;V;000.1;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;00000;N
28;079;8;7;28079008_7_8;2020;05;26;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00003;V;00007;V;00007;V;00007;V;00005;V;00003;V;00002;V;00002;V;00001;V;00001;V;00002;V;00002;V;00001;V;00001;V;00001;V;00001;V;00000;N
28;079;8;8;28079008_8_8;2020;05;26;00014;V;00010;V;00009;V;00008;V;00008;V;00008;V;00011;V;00022;V;00032;V;00037;V;00037;V;00033;V;00029;V;00029;V;00025;V;00020;V;00019;V;00023;V;00025;V;00021;V;00020;V;00019;V;00019;V;00000;N
28;079;8;9;28079008_9_47;2020;05;26;00001;V;00005;V;00015;V;00046;V;00032;V;00021;V;00014;V;00014;V;00021;V;00027;V;00033;V;00019;V;00014;V;00001;V;00023;V;00014;V;00024;V;00040;V;00072;V;00039;V;00028;V;00011;V;00003;V;00000;N
28;079;8;10;28079008_10_47;2020;05;26;00001;V;00006;V;00019;V;00047;V;00036;V;00027;V;00019;V;00020;V;00029;V;00036;V;00042;V;00029;V;00024;V;00002;V;00031;V;00024;V;00031;V;00047;V;00077;V;00042;V;00030;V;00017;V;00006;V;00000;N
28;079;8;12;28079008_12_8;2020;05;26;00016;V;00012;V;00011;V;00010;V;00009;V;00009;V;00013;V;00026;V;00044;V;00048;V;00049;V;00040;V;00033;V;00032;V;00028;V;00022;V;00020;V;00026;V;00028;V;00023;V;00021;V;00021;V;00021;V;00000;N
28;079;8;14;28079008_14_6;2020;05;26;65.39;V;60.09;V;57.60;V;43.14;V;37.47;V;36.51;V;30.71;V;24.28;V;22.50;V;23.75;V;22.70;V;42.46;V;59.19;V;62.40;V;75.06;V;81.54;V;83.20;V;87.64;V;78.33;V;68.04;V;63.09;V;57.87;V;50.26;V;00000;N
28;079;8;20;28079008_20_59;2020;05;26;001.2;V;000.9;V;000.8;V;000.8;V;000.7;V;000.8;V;000.8;V;000.8;V;001.1;V;001.7;V;002.8;V;003.2;V;001.6;V;001.5;V;001.4;V;001.3;V;001.2;V;001.2;V;001.7;V;001.7;V;001.7;V;001.7;V;001.8;V;00000;N
28;079;8;30;28079008_30_59;2020;05;26;000.2;V;000.2;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.2;V;000.2;V;000.2;V;000.3;V;000.3;V;000.2;V;000.3;V;000.3;V;000.3;V;000.2;V;000.2;V;000.2;V;000.4;V;000.2;V;000.3;V;000.3;V;00000;N
28;079;8;35;28079008_35_59;2020;05;26;001.0;V;001.0;V;000.9;V;000.8;V;000.7;V;000.7;V;000.7;V;000.8;V;000.8;V;000.9;V;001.0;V;000.9;V;000.7;V;000.8;V;000.9;V;001.0;V;001.0;V;001.0;V;001.3;V;001.4;V;001.3;V;001.2;V;001.2;V;00000;N
28;079;8;42;28079008_42_2;2020;05;26;01.38;V;01.37;V;01.36;V;01.36;V;01.36;V;01.37;V;01.38;V;01.39;V;01.40;V;01.41;V;01.43;V;01.39;V;01.44;V;01.46;V;01.44;V;01.45;V;01.49;V;01.43;V;01.43;V;01.42;V;01.41;V;01.41;V;01.41;V;00000;N
28;079;8;43;28079008_43_2;2020;05;26;01.28;V;01.27;V;01.27;V;01.28;V;01.28;V;01.29;V;01.29;V;01.30;V;01.30;V;01.30;V;01.31;V;01.29;V;01.34;V;01.36;V;01.34;V;01.34;V;01.39;V;01.31;V;01.29;V;01.28;V;01.28;V;01.28;V;01.28;V;00000;N
28;079;8;44;28079008_44_2;2020;05;26;00.10;V;00.09;V;00.09;V;00.08;V;00.08;V;00.08;V;00.08;V;00.09;V;00.10;V;00.11;V;00.13;V;00.10;V;00.10;V;00.10;V;00.10;V;00.11;V;00.11;V;00.13;V;00.14;V;00.14;V;00.13;V;00.13;V;00.13;V;00000;N
28;079;11;7;28079011_7_8;2020;05;26;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00003;V;00002;V;00004;V;00010;V;00012;V;00022;V;00013;V;00007;V;00010;V;00002;V;00002;V;00002;V;00001;V;00001;V;00001;V;00000;N
28;079;11;8;28079011_8_8;2020;05;26;00009;V;00007;V;00006;V;00004;V;00004;V;00006;V;00011;V;00019;V;00018;V;00015;V;00019;V;00023;V;00030;V;00044;V;00037;V;00030;V;00034;V;00018;V;00011;V;00012;V;00013;V;00013;V;00011;V;00000;N
28;079;11;12;28079011_12_8;2020;05;26;00010;V;00009;V;00007;V;00006;V;00006;V;00007;V;00012;V;00022;V;00022;V;00019;V;00025;V;00038;V;00049;V;00078;V;00057;V;00041;V;00049;V;00021;V;00015;V;00014;V;00014;V;00014;V;00013;V;00000;N
28;079;11;20;28079011_20_59;2020;05;26;000.2;V;000.2;V;000.1;V;000.1;V;000.1;V;000.1;V;000.2;V;000.2;V;000.3;V;000.4;V;000.4;V;000.6;V;000.8;V;000.7;V;001.1;V;000.9;V;001.0;V;000.6;V;000.3;V;000.2;V;000.3;V;000.3;V;000.3;V;00000;N
28;079;11;30;28079011_30_59;2020;05;26;000.2;V;000.8;V;001.6;V;000.2;V;000.3;V;000.2;V;000.3;V;000.4;V;000.1;V;000.2;V;000.1;V;000.1;V;000.1;V;000.2;V;000.2;V;000.2;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.4;V;000.1;V;00000;N
28;079;11;35;28079011_35_59;2020;05;26;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.3;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;00000;N
28;079;16;6;28079016_6_48;2020;05;26;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.5;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;00000;N
28;079;16;7;28079016_7_8;2020;05;26;00002;V;00001;V;00002;V;00001;V;00002;V;00002;V;00002;V;00003;V;00004;V;00003;V;00003;V;00004;V;00004;V;00005;V;00004;V;00003;V;00004;V;00002;V;00003;V;00002;V;00002;V;00002;V;00001;V;00000;N
28;079;16;8;28079016_8_8;2020;05;26;00005;V;00004;V;00005;V;00002;V;00003;V;00003;V;00007;V;00013;V;00011;V;00010;V;00009;V;00014;V;00013;V;00016;V;00013;V;00014;V;00016;V;00010;V;00008;V;00005;V;00007;V;00012;V;00009;V;00000;N
28;079;16;12;28079016_12_8;2020;05;26;00008;V;00006;V;00007;V;00004;V;00005;V;00005;V;00011;V;00017;V;00017;V;00014;V;00013;V;00021;V;00019;V;00023;V;00020;V;00018;V;00022;V;00014;V;00012;V;00008;V;00009;V;00015;V;00011;V;00000;N
28;079;16;14;28079016_14_6;2020;05;26;67.23;V;55.63;V;50.31;V;43.76;V;39.85;V;39.19;V;35.80;V;30.89;V;40.01;V;42.31;V;45.90;V;56.30;V;68.88;V;75.95;V;85.38;V;92.21;V;86.64;V;101.2;V;89.75;V;78.64;V;73.62;V;65.64;V;60.95;V;00000;N
28;079;17;1;28079017_1_38;2020;05;26;00009;V;00009;V;00009;V;00009;V;00009;V;00009;V;00008;V;00009;V;00009;V;00008;V;00008;V;00009;V;00008;V;00008;V;00008;V;00008;V;00008;V;00008;V;00008;V;00008;V;00008;V;00008;V;00008;V;00000;N
28;079;17;7;28079017_7_8;2020;05;26;00019;V;00019;V;00018;V;00019;V;00019;V;00019;V;00019;V;00021;V;00021;V;00022;V;00023;V;00022;V;00020;V;00020;V;00021;V;00020;V;00019;V;00019;V;00019;V;00019;V;00019;V;00019;V;00019;V;00000;N
